"standtree","SiteID","PlotID","TreeID","Position","newring","year","RW","EWW","LWW","distToMin","RD","minD","MXD","EWD","LWD"
"TW-10-187-45","TW","10","10-187","45",49,1978,1.04000000000001,0.870000000000007,0.170000000000011,0.16,535.219807692308,345.26,895.4,474.127471264368,847.868823529412
"TW-10-187-45","TW","10","10-187","45",50,1979,0.769999999999991,0.639999999999995,0.130000000000005,0.18,558.618701298701,373.29,848.69,506.6009375,814.706153846154
"TW-10-187-45","TW","10","10-187","45",51,1980,1.01,0.849999999999989,0.160000000000006,0.18,549.83,366.1,952.06,488.768941176471,874.216875
"TW-10-187-45","TW","10","10-187","45",52,1981,0.73999999999999,0.679999999999988,0.0599999999999972,0.09,546.231486486486,400.5,875.52,519.966029411765,843.906666666667
"TW-10-187-45","TW","10","10-187","45",53,1982,0.779999999999996,0.619999999999999,0.160000000000006,0.06,594.654358974359,398.15,910.51,528.94435483871,849.280625
"TW-10-187-45","TW","10","10-187","45",54,1983,0.62999999999999,0.519999999999991,0.109999999999994,0.15,539.227777777778,350.99,913.98,470.82,862.61
"TW-10-187-45","TW","10","10-187","45",55,1984,0.659999999999991,0.600000000000003,0.0599999999999829,0.09,549.250757575758,384.98,889.3,519.2765,848.993333333333
"TW-10-187-45","TW","10","10-187","45",56,1985,0.790000000000001,0.750000000000009,0.0400000000000011,0.14,500.015696202532,340.64,890.7,481.037333333333,855.86
"TW-10-187-45","TW","10","10-187","45",57,1986,1.01999999999999,0.889999999999995,0.12999999999999,0.19,545.768725490196,371.17,963.84,491.185393258427,919.454615384615
"TW-10-187-45","TW","10","10-187","45",58,1987,0.979999999999999,0.690000000000007,0.290000000000001,0.17,565.418163265306,331.7,945.34,456.809275362319,823.832413793103
"TW-10-187-45","TW","10","10-187","45",59,1988,0.999999999999995,0.790000000000001,0.210000000000003,0.09,538.9983,358.48,923.55,470.892911392405,795.204285714286
"TW-10-187-45","TW","10","10-187","45",60,1989,0.73999999999999,0.689999999999993,0.049999999999992,0.12,583.366216216216,409.07,855.01,566.618985507246,814.478
"TW-10-187-45","TW","10","10-187","45",61,1990,0.710000000000003,0.64000000000001,0.0700000000000023,0.08,544.869295774648,372.28,808.46,518.93328125,781.998571428571
"TW-10-187-45","TW","10","10-187","45",62,1991,0.62999999999999,0.539999999999987,0.0899999999999983,0.09,557.882857142857,383.86,875.52,512.280185185185,831.498888888889
"TW-10-187-45","TW","10","10-187","45",63,1992,0.719999999999994,0.609999999999994,0.109999999999994,0.09,549.709722222222,349.72,923.03,490.18131147541,879.821818181818
"TW-10-187-45","TW","10","10-187","45",64,1993,0.650000000000001,0.580000000000007,0.0700000000000023,0.09,565.452,406.43,887.14,530.966034482759,851.192857142857
"TW-10-187-45","TW","10","10-187","45",65,1994,0.519999999999991,0.449999999999998,0.0700000000000023,0.1,553.092884615385,386.65,956.28,498.120222222222,906.488571428571
"TW-10-187-45","TW","10","10-187","45",66,1995,0.680000000000002,0.549999999999992,0.130000000000005,0.12,579.588088235294,370.71,932.65,506.200363636364,890.074615384615
"TW-10-187-45","TW","10","10-187","45",67,1996,0.450000000000012,0.400000000000001,0.0500000000000063,0.12,566.115111111111,458.55,803.28,544.8075,736.576
"TW-10-187-45","TW","10","10-187","45",68,1997,0.479999999999999,0.400000000000001,0.0799999999999932,0.08,530.489375,364.91,861.11,473.53375,815.2675
"TW-10-187-45","TW","10","10-187","45",69,1998,0.320000000000002,0.249999999999995,0.0700000000000023,0.09,560.214375,418.45,726.05,520.0192,703.768571428571
"TW-10-187-45","TW","10","10-187","45",70,1999,0.200000000000012,0.160000000000006,0.0400000000000011,0.05,526.741,481.5,657.38,523.803125,538.4925
"TW-10-187-45","TW","10","10-187","45",71,2000,0.290000000000001,0.220000000000008,0.0700000000000023,0.08,586.327586206897,453.69,754.42,542.736363636364,723.328571428571
"TW-10-187-45","TW","10","10-187","45",72,2001,0.159999999999991,0.109999999999994,0.049999999999992,0.08,610.390625,565.19,681.55,606.190909090909,619.63
"TW-10-187-45","TW","10","10-187","45",73,2002,0,0,0,NA,NA,NA,NA,NA,NA
"TW-10-187-45","TW","10","10-187","45",74,2003,0.0899999999999983,0.0599999999999972,0.029999999999996,0.02,603.502222222222,573.32,635.95,595.271666666667,619.963333333333
"TW-10-187-45","TW","10","10-187","45",75,2004,0.210000000000003,0.159999999999991,0.0500000000000063,0.08,610.414285714286,520.27,713.81,583.63375,696.112
"TW-10-187-45","TW","10","10-187","45",76,2005,0.0599999999999972,NA,0.0599999999999972,0.04,698.118333333333,679.21,725.59,NA,698.118333333333
"TW-10-187-45","TW","10","10-187","45",77,2006,0.350000000000003,0.279999999999996,0.0700000000000023,0.1,600.347142857143,448.65,741.39,571.384285714286,716.198571428571
"TW-10-187-45","TW","10","10-187","45",78,2007,0.0900000000000125,0.0400000000000011,0.0500000000000063,0.05,588.29,557.1,633.46,595.1025,582.84
"TW-10-187-45","TW","10","10-187","45",79,2008,0.250000000000009,0.199999999999998,0.0500000000000063,0.03,595.456,498.57,721.24,570.5435,695.106
"TW-10-187-45","TW","10","10-187","45",80,2009,0.100000000000003,NA,0.100000000000003,0.02,712.88,699.97,728.12,NA,712.88
"TW-10-187-45","TW","10","10-187","45",81,2010,0.409999999999991,0.319999999999988,0.0899999999999983,0.18,617.548292682927,473.13,792.12,574.3128125,771.274444444444
"TW-10-187-45","TW","10","10-187","45",82,2011,0.439999999999993,0.329999999999993,0.109999999999994,0.12,646.112272727273,429.89,909.22,572.013636363636,868.408181818182
"TW-10-187-45","TW","10","10-187","45",83,2012,0.26,0.169999999999997,0.0899999999999983,0.07,714.5,603.27,823.75,674.367058823529,790.306666666667
"TW-10-187-45","TW","10","10-187","45",84,2013,0.299999999999992,0.269999999999991,0.029999999999996,0.13,651.931666666667,482.19,807.74,637.048888888889,785.876666666667
"TW-10-187-45","TW","10","10-187","45",85,2014,0.26,0.210000000000003,0.0500000000000063,0.13,643.472692307692,529.5,748.71,624.558095238095,722.914
"TW-10-187-45","TW","10","10-187","45",86,2015,0.400000000000001,0.310000000000011,0.0899999999999983,0.15,546.391,375.51,713.36,506.334516129032,684.363333333333
"TW-10-187-45","TW","10","10-187","45",87,2016,0.190000000000007,0.169999999999997,0.0200000000000051,0.04,606.84,527.17,703.93,596.141176470588,697.78
"TW-10-187-45","TW","10","10-187","45",88,2017,0.100000000000003,0.0899999999999983,0,0.04,609.429,541.55,678.54,601.75,678.54
"TW-10-187-5","TW","10","10-187","5",1,1975,0.630000000000005,0.130000000000005,0.500000000000002,0,577.14873015873,502.97,651.41,559.912307692308,581.6302
"TW-10-187-5","TW","10","10-187","5",2,1976,2.53,2.33,0.200000000000005,1.95,506.417272727273,403.2,613.52,500.098669527897,580.029
"TW-10-187-5","TW","10","10-187","5",3,1977,1.67,1.53,0.139999999999995,0.73,504.175449101796,417.74,674.03,491.975163398693,637.507142857143
"TW-10-187-5","TW","10","10-187","5",4,1978,1.99999999999999,1.74999999999999,0.249999999999995,0.17,487.1635,350.36,719.13,459.416971428571,681.3892
"TW-10-187-5","TW","10","10-187","5",5,1979,2.06,1.85999999999999,0.199999999999998,0.23,481.257621359223,331.14,724.99,459.955161290323,679.3705
"TW-10-187-5","TW","10","10-187","5",6,1980,2.23000000000001,1.99,0.240000000000004,0.62,494.728340807175,378.97,808.26,461.767788944724,768.02625
"TW-10-187-5","TW","10","10-187","5",7,1981,1.67,1.49,0.179999999999995,0.03,503.661736526946,378.59,828.45,470.989463087248,774.115555555556
"TW-10-187-5","TW","10","10-187","5",8,1982,1.74,1.67,0.0700000000000023,0.4,463.42408045977,350.64,835.94,450.397904191617,774.191428571429
"TW-10-187-5","TW","10","10-187","5",9,1983,1.74000000000001,1.62,0.119999999999999,0.32,465.14683908046,336.47,821.86,443.359259259259,759.279166666667
"TW-10-187-5","TW","10","10-187","5",10,1984,1.45,1.28,0.169999999999997,0.07,497.779862068966,367.22,809.86,463.15578125,758.478823529412
"TW-10-187-5","TW","10","10-187","5",11,1985,1.9,1.81,0.0899999999999983,0.14,486.273421052632,378.59,923.48,466.256408839779,888.837777777778
"TW-10-187-5","TW","10","10-187","5",12,1986,2.18,2.01,0.17,0.68,513.531880733945,387.81,897.34,487.575223880597,820.431176470588
"TW-10-187-5","TW","10","10-187","5",13,1987,2.25,2.12,0.130000000000001,0.48,501.111955555556,371.7,873.64,480.12070754717,843.430769230769
"TW-10-187-5","TW","10","10-187","5",14,1988,2.26,2.04,0.220000000000001,0.3,509.450575221239,382.14,852.29,478.179264705882,799.420909090909
"TW-10-187-5","TW","10","10-187","5",15,1989,1.4,1.3,0.0999999999999999,0.05,518.848071428571,397.38,902.54,492.355076923077,863.257
"TW-10-187-5","TW","10","10-187","5",16,1990,1.37,1.29,0.0800000000000003,0.33,484.03102189781,371.99,928.75,458.58488372093,894.35
"TW-10-187-5","TW","10","10-187","5",17,1991,1.32,1.17,0.150000000000001,0.29,509.368257575758,371.61,903.06,463.818803418803,864.654
"TW-10-187-5","TW","10","10-187","5",18,1992,1.52,1.27,0.250000000000002,0.21,516.491447368421,352.53,908.79,462.688582677165,789.81
"TW-10-187-5","TW","10","10-187","5",19,1993,1.29,1.19999999999999,0.0899999999999983,0.07,505.306976744186,354.42,853.42,482.086083333333,814.918888888889
"TW-10-187-5","TW","10","10-187","5",20,1994,1.21999999999999,1.17999999999999,0.0400000000000011,0.3,469.369016393443,347.16,864.2,457.018305084746,833.715
"TW-10-187-5","TW","10","10-187","5",21,1995,1.4,1.28,0.120000000000007,0.18,495.807428571429,352.43,887.64,464.820859375,826.330833333333
"TW-10-187-5","TW","10","10-187","5",22,1996,0.549999999999999,0.51,0.0400000000000011,0.37,505.998727272727,396.5,781.14,488.017058823529,735.265
"TW-10-187-5","TW","10","10-187","5",23,1997,0.979999999999999,0.879999999999997,0.0999999999999963,0.11,496.164489795918,328.44,814.18,464.630568181818,773.663
"TW-10-187-5","TW","10","10-187","5",24,1998,0.840000000000005,0.710000000000003,0.129999999999997,0.08,458.568571428571,347.63,699.38,438.613098591549,567.556153846154
"TW-10-187-5","TW","10","10-187","5",25,1999,0.909999999999999,0.790000000000001,0.119999999999999,0.07,464.652417582418,373.13,640.1,441.366075949367,617.954166666667
"TW-10-187-5","TW","10","10-187","5",26,2000,0.400000000000001,0.320000000000002,0.0799999999999932,0.09,486.8315,395.44,574.83,474.3928125,536.58625
"TW-10-187-5","TW","10","10-187","5",27,2001,0.969999999999994,0.889999999999995,0.0799999999999932,0.15,470.014536082474,345.65,675.05,454.33797752809,644.41625
"TW-10-187-5","TW","10","10-187","5",28,2002,0.0899999999999983,0.0800000000000003,0,0.03,465.004444444444,388.1,610.33,464.85875,466.17
"TW-10-187-5","TW","10","10-187","5",29,2003,0.669999999999997,0.609999999999994,0.0599999999999972,0.03,468.076119402985,358.2,590.16,457.293442622951,577.7
"TW-10-187-5","TW","10","10-187","5",30,2004,0.44,0.299999999999999,0.139999999999995,0.09,508.705,369.98,658.5,454.824666666667,624.162857142857
"TW-10-187-5","TW","10","10-187","5",31,2005,0.529999999999996,0.469999999999994,0.0599999999999972,0.05,468.867924528302,329.09,690.85,445.58829787234,651.225
"TW-10-187-5","TW","10","10-187","5",32,2006,0.409999999999999,0.320000000000002,0.0899999999999983,0.05,544.937073170732,403.59,743.38,499.16,707.7
"TW-10-187-5","TW","10","10-187","5",33,2007,0.320000000000002,0.249999999999995,0.0700000000000023,0.07,549.9165625,426.1,689.12,520.0972,656.414285714286
"TW-10-187-5","TW","10","10-187","5",34,2008,0.569999999999995,0.500000000000002,0.0699999999999952,0.15,483.640175438596,354.8,657.71,460.64,647.927142857143
"TW-10-187-5","TW","10","10-187","5",35,2009,0.549999999999999,0.449999999999998,0.100000000000003,0.04,472.160545454545,338.24,672.89,432.734,649.58
"TW-10-187-5","TW","10","10-187","5",36,2010,0.76,0.680000000000002,0.0800000000000003,0.02,478.514210526316,335.9,773.89,448.516323529412,733.49625
"TW-10-187-5","TW","10","10-187","5",37,2011,0.76,0.720000000000001,0.039999999999994,0.21,472.082105263158,362.18,796.24,455.803888888889,765.09
"TW-10-187-5","TW","10","10-187","5",38,2012,0.519999999999998,0.489999999999997,0.0300000000000031,0.04,479.506730769231,347.35,763.18,463.596734693878,739.37
"TW-10-187-5","TW","10","10-187","5",39,2013,0.610000000000001,0.570000000000002,0.0400000000000011,0.06,472.504918032787,348.48,792.33,452.50701754386,757.475
"TW-10-187-5","TW","10","10-187","5",40,2014,0.350000000000003,0.320000000000002,0.0300000000000031,0.03,457.280857142857,355.08,752.9,429.715625,751.31
"TW-10-187-5","TW","10","10-187","5",41,2015,0.409999999999999,0.380000000000005,0.029999999999996,0.03,426.725609756098,308.37,811.96,398.728157894737,781.36
"TW-10-187-5","TW","10","10-187","5",42,2016,0.19,0.159999999999999,0.0300000000000031,0.03,551.501052631579,391.67,839.7,504.82,800.466666666667
"TW-10-187-5","TW","10","10-187","5",43,2017,0.119999999999999,0.110000000000001,0,0.05,533.828333333333,455.61,644.68,524.886363636364,632.19
"TW-10-187-6","TW","10","10-187","6",1,1986,1.44,0.559999999999997,0.879999999999997,0.26,546.408263888889,493.83,598.69,524.580535714286,560.298636363636
"TW-10-187-6","TW","10","10-187","6",2,1987,3.24,2.89,0.350000000000003,2.35,496.403302469136,406.27,617.89,485.826228373702,583.739714285714
"TW-10-187-6","TW","10","10-187","6",3,1988,0.900000000000001,0.419999999999997,0.479999999999999,0.15,523.861333333333,457.8,573.81,508.773571428571,537.063125
"TW-10-187-6","TW","10","10-187","6",4,1989,0.909999999999999,0.750000000000002,0.159999999999999,0.36,460.776043956044,376.79,585.18,443.525333333333,541.63875
"TW-10-187-6","TW","10","10-187","6",5,1990,1.6,1.39999999999999,0.199999999999998,1.06,444.4248125,343.79,659.54,418.640428571429,624.9155
"TW-10-187-6","TW","10","10-187","6",6,1991,2,1.72,0.279999999999996,0.22,493.29985,331.69,716.83,463.963720930233,673.5075
"TW-10-187-6","TW","10","10-187","6",7,1992,3.71,3.22,0.489999999999997,0.43,489.746819407008,315.91,762.69,454.502453416149,721.352653061224
"TW-10-187-6","TW","10","10-187","6",8,1993,2.91,2.63000000000001,0.279999999999996,0.2,521.292302405498,362,770.23,498.869543726236,731.906071428571
"TW-10-187-6","TW","10","10-187","6",9,1994,2.31999999999999,2.14,0.179999999999995,0.47,498.952370689655,348.74,834.56,474.04761682243,795.042222222222
"TW-10-187-6","TW","10","10-187","6",10,1995,2.42,2.13,0.289999999999998,0.25,495.865909090909,343.6,731.55,468.859248826291,694.225172413793
"TW-10-187-6","TW","10","10-187","6",11,1996,1.16,0.979999999999999,0.179999999999998,0.61,507.021034482759,387.48,745.1,470.21387755102,707.415555555556
"TW-10-187-6","TW","10","10-187","6",12,1997,2.16,1.81,0.35,0.3,530.116666666667,325.77,760.3,494.860662983425,712.440571428571
"TW-10-187-6","TW","10","10-187","6",13,1998,2.14,1.88,0.26,0.65,504.168831775701,337.54,841.94,463.328882978723,799.473076923077
"TW-10-187-6","TW","10","10-187","6",14,1999,2.4,2.2,0.199999999999998,0.62,484.935625,362.19,776.36,461.8315,739.081
"TW-10-187-6","TW","10","10-187","6",15,2000,1.05,0.860000000000001,0.19,0.21,533.044857142857,394.78,765.32,491.288837209302,722.045789473684
"TW-10-187-6","TW","10","10-187","6",16,2001,1.74,1.57,0.17,0.17,508.097356321839,323.55,821.4,479.84821656051,768.986470588235
"TW-10-187-6","TW","10","10-187","6",17,2002,0,0,0,NA,NA,NA,NA,NA,NA
"TW-10-187-6","TW","10","10-187","6",18,2003,0.850000000000003,0.710000000000003,0.139999999999995,0.19,531.544235294118,374.31,736.48,500.3,689.997142857143
"TW-10-187-6","TW","10","10-187","6",19,2004,1.04,0.879999999999997,0.160000000000006,0.17,549.965576923077,356.06,765.56,518.692727272727,721.96625
"TW-10-187-6","TW","10","10-187","6",20,2005,1.30000000000001,1.07,0.229999999999999,0.24,515.504307692308,324.85,835.81,459.586448598131,775.643913043478
"TW-10-187-6","TW","10","10-187","6",21,2006,1.12,0.979999999999999,0.140000000000003,0.23,536.01875,401.53,742.73,511.189693877551,709.822142857143
"TW-10-187-6","TW","10","10-187","6",22,2007,1.01,0.839999999999998,0.169999999999997,0.21,513.17099009901,422.13,660.44,499.408452380952,581.174117647059
"TW-10-187-6","TW","10","10-187","6",23,2008,1.2,0.999999999999995,0.199999999999998,0.2,467.142583333333,340.62,657.41,437.4419,615.646
"TW-10-187-6","TW","10","10-187","6",24,2009,1.02,0.780000000000003,0.239999999999997,0.12,507.284607843137,327.8,712.3,453.067948717949,683.48875
"TW-10-187-6","TW","10","10-187","6",25,2010,1.59,1.41,0.180000000000002,0.21,486.799308176101,334.48,718.81,461.778368794326,682.796666666667
"TW-10-187-6","TW","10","10-187","6",26,2011,1.47,1.29,0.180000000000002,0.5,487.379523809524,344.53,722.31,460.093100775194,682.932222222222
"TW-10-187-6","TW","10","10-187","6",27,2012,1.29999999999999,1.10999999999999,0.189999999999993,0.22,467.107615384615,356.44,635.09,453.13018018018,548.765263157895
"TW-10-187-6","TW","10","10-187","6",28,2013,1.16,0.970000000000001,0.19,0.14,474.493362068965,370.42,642.76,447.135773195876,614.161052631579
"TW-10-187-6","TW","10","10-187","6",29,2014,1.12,0.950000000000005,0.169999999999997,0.19,479.350803571429,358.7,681.16,450.450947368421,640.85
"TW-10-187-6","TW","10","10-187","6",30,2015,0.989999999999997,0.799999999999999,0.19,0.2,477.766868686869,323.92,739.78,423.270125,707.226842105263
"TW-10-187-6","TW","10","10-187","6",31,2016,1,0.810000000000004,0.19,0.2,504.433,344.16,637.53,479.118765432099,612.351578947368
"TW-10-187-6","TW","10","10-187","6",32,2017,0.26,0.240000000000004,0.019999999999998,0.12,533.978076923077,430.27,758.87,516.472916666667,744.04
"TW-10-367-1","TW","10","10-367","1",1,1918,4.76,4.52,0.23999999999999,0.29,530.521302521008,349.92,731.39,522.142079646018,688.33
"TW-10-367-1","TW","10","10-367","1",2,1919,1.03,0.919999999999997,0.109999999999994,0.38,563.273495145631,451.57,809.52,537.169782608696,781.595454545455
"TW-10-367-1","TW","10","10-367","1",3,1920,2.26999999999999,0.419999999999997,1.84999999999999,1.48,604.890220264317,472.28,780.59,619.371666666667,601.602540540541
"TW-10-367-1","TW","10","10-367","1",4,1921,1.64,1.51,0.12999999999999,0.28,552.469146341463,437.58,720.87,541.104503311258,684.473846153846
"TW-10-367-1","TW","10","10-367","1",5,1922,1.71999999999999,1.21,0.51,0.33,593.093837209302,452.08,739.11,549.841818181818,695.71137254902
"TW-10-367-1","TW","10","10-367","1",6,1923,1.37,0.650000000000001,0.719999999999994,0.25,537.348832116788,447.76,677.03,530.915692307692,543.156527777778
"TW-10-367-1","TW","10","10-367","1",7,1924,1.12999999999999,0.969999999999994,0.159999999999991,0.23,549.011592920354,433.4,717.81,527.005051546392,682.42625
"TW-10-367-1","TW","10","10-367","1",8,1925,2.56,2.28,0.279999999999996,1.61,478.9795703125,374.86,677.6,458.907412280702,642.424285714286
"TW-10-367-1","TW","10","10-367","1",9,1926,2.21999999999999,1.99999999999999,0.219999999999994,0.72,481.652342342342,392.02,687.39,463.5457,646.258181818182
"TW-10-367-1","TW","10","10-367","1",10,1927,1.39,1.17,0.219999999999994,0.39,484.974388489209,399.2,621.71,466.162905982906,585.017272727273
"TW-10-367-1","TW","10","10-367","1",11,1928,1.18,0.969999999999994,0.210000000000003,0.4,430.092966101695,350.11,568.25,415.442164948454,497.765714285714
"TW-10-367-1","TW","10","10-367","1",12,1929,1.53,1.34999999999999,0.180000000000002,0.47,425.78908496732,311.99,658.31,400.18437037037,617.824444444444
"TW-10-367-1","TW","10","10-367","1",13,1930,1.31000000000001,1.17000000000001,0.14000000000001,0.4,441.038015267176,314.95,634.53,421.705811965812,602.6
"TW-10-367-1","TW","10","10-367","1",14,1931,1.45,1.26,0.189999999999993,0.53,398.611517241379,300.57,589.8,377.664365079365,537.524210526316
"TW-10-367-1","TW","10","10-367","1",15,1932,1.10999999999999,0.979999999999999,0.12999999999999,0.34,399.792162162162,309.22,589.15,377.316326530612,569.225384615385
"TW-10-367-1","TW","10","10-367","1",16,1933,1.21,1.03,0.180000000000002,0.45,386.357024793388,277.97,525.24,365.620485436893,505.016111111111
"TW-10-367-1","TW","10","10-367","1",17,1934,0.87999999999999,0.749999999999995,0.12999999999999,0.15,464.417727272727,317.82,721.58,426.2368,684.692307692308
"TW-10-367-1","TW","10","10-367","1",18,1935,1.49999999999999,1.21999999999999,0.279999999999996,0.41,400.841733333333,286.96,677.49,377.337950819672,503.251071428571
"TW-10-367-1","TW","10","10-367","1",19,1936,0.809999999999997,0.639999999999995,0.169999999999997,0.15,466.869382716049,339.18,673.36,419.5490625,645.016470588235
"TW-10-367-1","TW","10","10-367","1",20,1937,1.10999999999999,0.869999999999999,0.24,0.38,403.962612612613,321.53,610.64,391.188505747126,450.26875
"TW-10-367-1","TW","10","10-367","1",21,1938,0.699999999999998,0.469999999999994,0.229999999999999,0.1,475.232428571429,329.82,641.48,409.62085106383,609.308260869565
"TW-10-367-1","TW","10","10-367","1",22,1939,0.999999999999995,0.829999999999993,0.169999999999997,0.35,431.1582,309.03,634.08,397.400843373494,595.973529411765
"TW-10-367-1","TW","10","10-367","1",23,1940,0.98999999999999,0.839999999999998,0.150000000000001,0.38,434.749494949495,308.85,667.07,399.106785714286,634.348666666667
"TW-10-367-1","TW","10","10-367","1",24,1941,1.35999999999999,1.14,0.219999999999994,0.45,431.733529411765,308.48,625.93,402.154473684211,585.006818181818
"TW-10-367-1","TW","10","10-367","1",25,1942,1.01,0.839999999999998,0.169999999999997,0.35,432.179207920792,305.81,645.31,394.969761904762,616.037647058823
"TW-10-367-1","TW","10","10-367","1",26,1943,0.959999999999989,0.76,0.199999999999998,0.25,501.230833333333,354.74,719.81,453.239078947368,683.5995
"TW-10-367-1","TW","10","10-367","1",27,1944,1.07,0.869999999999999,0.199999999999998,0.27,408.479158878505,291.33,621.93,389.039540229885,493.0415
"TW-10-367-1","TW","10","10-367","1",28,1945,0.659999999999991,0.539999999999987,0.119999999999999,0.21,465.646363636364,352.28,630.62,434.300740740741,606.701666666667
"TW-10-367-1","TW","10","10-367","1",29,1946,0.999999999999995,0.779999999999996,0.219999999999994,0.33,459.6255,308.48,672.79,409.260256410256,638.193181818182
"TW-10-367-1","TW","10","10-367","1",30,1947,0.679999999999995,0.479999999999999,0.199999999999998,0.26,531.125441176471,406.02,669.81,485.02,641.7785
"TW-10-367-1","TW","10","10-367","1",31,1948,0.309999999999997,0.119999999999999,0.19,0.09,554.30935483871,526.28,602.27,563.5525,548.471578947368
"TW-10-367-1","TW","10","10-367","1",32,1949,0.640000000000003,0.450000000000005,0.19,0.26,473.68515625,360.15,583.6,440.622444444444,551.991578947368
"TW-10-367-1","TW","10","10-367","1",33,1950,0.490000000000004,0.290000000000001,0.200000000000005,0.16,548.949795918367,437.58,661.95,494.59724137931,627.761
"TW-10-367-1","TW","10","10-367","1",34,1951,0.239999999999997,0.220000000000001,0.019999999999998,0.2,508.121666666667,437.08,596.9,511.277727272727,473.405
"TW-10-367-1","TW","10","10-367","1",35,1952,0.379999999999997,0.229999999999999,0.150000000000001,0.08,510.687368421053,419.76,609.75,459.93652173913,588.505333333333
"TW-10-367-1","TW","10","10-367","1",36,1953,0.570000000000002,0.390000000000003,0.180000000000002,0.19,592.46298245614,447.16,757.43,532.256153846154,722.911111111111
"TW-10-367-1","TW","10","10-367","1",37,1954,0.720000000000001,0.560000000000004,0.159999999999999,0.25,593.910416666667,408.27,809.15,543.232321428571,771.28375
"TW-10-367-1","TW","10","10-367","1",38,1955,0.750000000000002,0.480000000000006,0.269999999999998,0.2,573.6584,383.51,728.78,513.8925,679.908888888889
"TW-10-367-1","TW","10","10-367","1",39,1956,0.100000000000003,0.0200000000000051,0.0800000000000003,0.03,647.672,611.74,671.53,647,647.84
"TW-10-367-1","TW","10","10-367","1",40,1957,0.610000000000001,0.460000000000003,0.150000000000001,0.22,527.965737704918,400.56,678.18,489.33847826087,646.422666666667
"TW-10-367-1","TW","10","10-367","1",41,1958,0.470000000000001,0.409999999999999,0.0599999999999972,0.17,519.758936170213,391.34,684.97,498.744634146341,663.356666666667
"TW-10-367-1","TW","10","10-367","1",42,1959,0.590000000000005,0.400000000000001,0.19,0.19,577.66186440678,416.9,751.78,514.32425,711.004210526316
"TW-10-367-1","TW","10","10-367","1",43,1960,0.650000000000001,0.449999999999998,0.199999999999998,0.17,503.696461538462,368.25,680.71,465.382,589.904
"TW-10-367-1","TW","10","10-367","1",44,1961,0.140000000000003,0.0800000000000003,0.0600000000000043,0.01,595.112857142857,539.66,666.96,560.3825,641.42
"TW-10-367-1","TW","10","10-367","1",45,1962,0.559999999999997,0.430000000000002,0.129999999999997,0.17,532.316785714286,369.02,696.66,491.464186046512,667.444615384615
"TW-10-367-1","TW","10","10-367","1",46,1963,0.349999999999996,0.26,0.0899999999999983,0.08,590.544285714286,440.17,758.64,539.738846153846,737.315555555556
"TW-10-367-1","TW","10","10-367","1",47,1964,0.709999999999996,0.559999999999997,0.150000000000001,0.15,486.292535211268,313,723.7,429.427678571429,698.588
"TW-10-367-1","TW","10","10-367","1",48,1965,1.89,1.69,0.199999999999998,0.29,442.134973544974,297.73,753.1,411.796627218935,698.494
"TW-10-367-1","TW","10","10-367","1",49,1966,2.44,2.12,0.319999999999995,0.5,493.908360655738,305.81,862.26,446.037783018868,811.0509375
"TW-10-367-1","TW","10","10-367","1",50,1967,1.63,1.49,0.140000000000003,0.64,443.686932515337,339.56,736.14,426.07677852349,631.109285714286
"TW-10-367-1","TW","10","10-367","1",51,1968,2.24,1.92,0.320000000000002,0.58,468.573883928571,310.7,716.16,433.88734375,676.693125
"TW-10-367-1","TW","10","10-367","1",52,1969,1.47,1.23,0.240000000000004,0.27,517.812176870748,349.45,813.75,468.66837398374,769.674166666667
"TW-10-367-1","TW","10","10-367","1",53,1970,2.04,1.78,0.26,0.38,483.89387254902,317.82,766.37,450.862134831461,710.034230769231
"TW-10-367-1","TW","10","10-367","1",54,1971,1.37,1.1,0.269999999999998,0.23,562.034160583942,370.17,773.28,519.066727272727,737.086666666667
"TW-10-367-1","TW","10","10-367","1",55,1972,1.6,1.31000000000001,0.290000000000001,0.44,526.7283125,370.07,817.24,474.597633587786,762.215172413793
"TW-10-367-1","TW","10","10-367","1",56,1973,1.58000000000001,1.41000000000001,0.169999999999997,0.41,486.465506329114,311.62,863.92,446.754964539007,815.829411764706
"TW-10-367-1","TW","10","10-367","1",57,1974,1.12,0.799999999999992,0.320000000000002,0.15,584.114017857143,408.47,821.61,505.111625,781.62
"TW-10-367-1","TW","10","10-367","1",58,1975,1.32999999999999,1.20999999999999,0.119999999999999,0.19,529.050827067669,380.81,792.72,507.104297520661,750.345
"TW-10-367-1","TW","10","10-367","1",59,1976,1.48,1.23,0.249999999999981,0.26,558.6025,367.59,846.19,508.752764227642,803.8632
"TW-10-367-1","TW","10","10-367","1",60,1977,0.659999999999991,0.569999999999988,0.0899999999999983,0.17,581.754696969697,426.86,845.42,545.805964912281,809.43
"TW-10-367-1","TW","10","10-367","1",61,1978,0.76,0.630000000000005,0.130000000000005,0.2,555.015263157895,383.7,827.76,507.003174603175,787.689230769231
"TW-10-367-1","TW","10","10-367","1",62,1979,0.699999999999998,0.600000000000003,0.100000000000003,0.13,503.101857142857,368.54,732.22,469.228333333333,706.343
"TW-10-367-1","TW","10","10-367","1",63,1980,0.729999999999999,0.420000000000011,0.309999999999997,0.26,534.175753424658,408.17,670.61,501.409523809524,578.568709677419
"TW-10-367-1","TW","10","10-367","1",64,1981,0.900000000000001,0.73999999999999,0.160000000000006,0.27,539.883333333333,416.9,717.93,508.085,686.950625
