"standtree","SiteID","PlotID","TreeID","Position","HT","newring","year","RW","ringDens","minDens","maxDens","EW.dens","LW.dens","EW.width","LW.width","GSL","Y2002","Y1996"
"TW-13-176-45","TW",13,176,45,4.5,66,1997,0.430000000000002,557.001395348837,391.47,777.57,507.622352941176,743.544444444444,0.339999999999998,0.0899999999999983,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,67,1998,0.350000000000003,577.775714285714,416.74,694.54,559.466,623.55,0.250000000000009,0.100000000000003,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,68,1999,0.449999999999998,495.980888888889,366.77,584.81,471.365862068965,540.595625,0.290000000000001,0.160000000000006,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,69,2000,0.139999999999995,554.622857142857,486.19,665.75,528.249090909091,651.326666666667,0.109999999999994,0.029999999999996,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,70,2001,0.48999999999999,553.362857142857,436.19,628.11,531.146896551724,585.576,0.289999999999987,0.199999999999998,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,71,2002,0,0,0,0,0,0,0,0,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,72,2003,0.380000000000005,500.655,415.8,591.09,461.27125,568.17,0.240000000000004,0.14000000000001,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,73,2004,0.190000000000007,554.422105263158,464.97,672.79,529.403333333333,648.2425,0.150000000000001,0.0400000000000011,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,74,2005,0.610000000000009,603.20262295082,395.38,968.32,524.92387755102,922.840833333333,0.490000000000004,0.119999999999999,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,75,2006,0.290000000000001,612.868620689655,499.42,860.45,635.530526315789,569.811,0.190000000000007,0.0999999999999892,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,76,2007,0.290000000000001,594.841379310345,475.11,754.82,541.3385,713.736666666667,0.199999999999998,0.0899999999999983,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,77,2008,0.429999999999988,524.812790697674,402.94,701.81,494.379722222222,681.325714285714,0.359999999999994,0.0699999999999881,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,78,2009,0.380000000000005,626.796842105263,422.13,952.57,553.193,902.81125,0.300000000000006,0.0800000000000074,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,79,2010,0.380000000000005,668.647368421053,468.09,889.5,617.735,859.56875,0.300000000000006,0.0799999999999932,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,80,2011,0.409999999999991,563.785609756098,366.59,809.12,505.218125,772.025555555556,0.320000000000002,0.0899999999999983,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,81,2012,0.380000000000005,578.763684210526,419.95,759.93,544.316451612903,731.315714285714,0.309999999999997,0.0700000000000023,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,82,2013,0.520000000000005,531.404423076923,403.68,724.52,494.78511627907,706.363333333333,0.430000000000002,0.0899999999999983,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,83,2014,0.419999999999997,555.211428571429,441.54,703.39,533.801388888889,683.671666666667,0.359999999999994,0.0599999999999972,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,84,2015,0.270000000000005,602.581851851852,530.46,755.87,581.852173913043,721.7775,0.229999999999999,0.0400000000000011,100,1,0
"TW-13-176-45","TW",13,176,45,4.5,85,2016,0.349999999999989,613.143142857143,417.78,788.18,548.49875,754.185454545455,0.23999999999999,0.109999999999994,100,1,0
"TW-13-176-5","TW",13,176,5,32,2,1964,2.39,443.298033472803,318.02,662.32,405.54923857868,620.357857142857,1.96999999999999,0.42,100,1,0
"TW-13-176-5","TW",13,176,5,32,3,1965,2.66,447.143533834586,347.76,698.39,429.674412955466,674.242105263158,2.46999999999999,0.190000000000001,100,1,0
"TW-13-176-5","TW",13,176,5,32,4,1966,3.24,409.754475308642,290.01,776.31,390.36954248366,739.298333333333,3.06,0.18,100,1,0
"TW-13-176-5","TW",13,176,5,32,5,1967,2.15,425.200976744186,264.73,869.12,379.308586387435,790.427916666667,1.91,0.24,100,1,0
"TW-13-176-5","TW",13,176,5,32,6,1968,2.74,390.180693430657,281.31,798.85,359.057154150198,765.145238095238,2.53,0.210000000000001,100,1,0
"TW-13-176-5","TW",13,176,5,32,7,1969,1.83,411.80825136612,289.32,863.78,375.839523809524,814.658,1.68,0.149999999999997,100,1,0
"TW-13-176-5","TW",13,176,5,32,8,1970,2.25,416.9732,299.35,807.02,381.617463414634,779.3695,2.05,0.199999999999998,100,1,0
"TW-13-176-5","TW",13,176,5,32,9,1971,1.7,425.163470588235,307.19,826.79,397.584267515924,758.235384615385,1.57,0.130000000000001,100,1,0
"TW-13-176-5","TW",13,176,5,32,10,1972,1.32,435.288939393939,320.54,895.2,408.102983870968,856.67125,1.24,0.0800000000000003,100,1,0
"TW-13-176-5","TW",13,176,5,32,11,1973,1.09,455.107706422018,315.59,870.09,424.600099009901,840.26625,1.01,0.0800000000000003,100,1,0
"TW-13-176-5","TW",13,176,5,32,12,1974,0.750000000000002,469.279866666667,355.92,793.97,435.502537313433,752.165,0.67,0.0800000000000003,100,1,0
"TW-13-176-5","TW",13,176,5,32,13,1975,0.700000000000001,544.636857142857,424.77,796.64,510.78262295082,774.093333333333,0.610000000000001,0.0900000000000018,100,1,0
"TW-13-176-5","TW",13,176,5,32,14,1976,0.820000000000002,419.956341463415,306.15,745.15,396.09301369863,613.514444444444,0.730000000000002,0.0900000000000018,100,1,0
"TW-13-176-5","TW",13,176,5,32,15,1977,0.320000000000002,448.49375,335.5,575.1,420.039545454545,511.093,0.220000000000001,0.0999999999999999,100,1,0
"TW-13-176-5","TW",13,176,5,32,16,1978,0.650000000000001,399.433538461538,323.77,599.57,372.933035714286,564.325555555556,0.560000000000001,0.0899999999999983,100,1,0
"TW-13-176-5","TW",13,176,5,32,17,1979,0.649999999999997,428.686461538462,334.27,635.33,397.280727272727,601.418,0.549999999999999,0.0999999999999999,100,1,0
"TW-13-176-5","TW",13,176,5,32,18,1980,0.24,481.990833333333,400.56,626.5,463.582380952381,610.85,0.209999999999999,0.0299999999999996,100,1,0
"TW-13-176-5","TW",13,176,5,32,19,1981,0.460000000000003,453.125869565217,322.29,669.41,423.9705,647.495,0.400000000000001,0.0600000000000007,100,1,0
"TW-13-176-5","TW",13,176,5,32,20,1982,0.479999999999999,468.673125,331.99,752.04,423.470975609756,733.428571428571,0.410000000000002,0.0699999999999987,100,1,0
"TW-13-176-5","TW",13,176,5,32,21,1983,0.69,445.510144927536,328.22,708.6,414.244098360656,683.91375,0.610000000000001,0.0800000000000003,100,1,0
"TW-13-176-5","TW",13,176,5,32,22,1984,0.389999999999999,466.424102564103,352.9,683.02,432.189090909091,654.716666666667,0.33,0.0600000000000007,100,1,0
"TW-13-176-5","TW",13,176,5,32,23,1985,0.469999999999997,431.772127659574,339.81,628.07,411.980476190476,598.022,0.419999999999997,0.0499999999999991,100,1,0
"TW-13-176-5","TW",13,176,5,32,24,1986,0.589999999999998,413.51813559322,322.46,611.47,389.935192307692,588.705714285714,0.519999999999998,0.0699999999999987,100,1,0
"TW-13-176-5","TW",13,176,5,32,25,1987,0.409999999999999,420.713658536585,321.41,631.12,400.511891891892,607.58,0.369999999999999,0.0399999999999976,100,1,0
"TW-13-176-5","TW",13,176,5,32,26,1988,0.659999999999999,431.045303030303,312.55,702.77,402.274915254237,673.538571428571,0.589999999999998,0.0700000000000023,100,1,0
"TW-13-176-5","TW",13,176,5,32,27,1989,0.840000000000005,441.767023809524,338.58,756.79,411.956447368421,724.9675,0.76,0.0800000000000003,100,1,0
"TW-13-176-5","TW",13,176,5,32,28,1990,0.960000000000003,465.898645833333,311.69,822.42,407.243333333333,782.637333333333,0.809999999999997,0.150000000000001,100,1,0
"TW-13-176-5","TW",13,176,5,32,29,1991,1.11,431.912792792793,317.41,892.12,399.804757281553,845.30375,1.03,0.0800000000000003,100,1,0
"TW-13-176-5","TW",13,176,5,32,30,1992,0.739999999999997,506.079324324324,370.22,912.44,490.570563380282,873.12,0.709999999999996,0.029999999999996,100,1,0
"TW-13-176-5","TW",13,176,5,32,31,1993,0.779999999999996,425.485641025641,336.73,802.47,408.717567567568,735.695,0.739999999999997,0.0400000000000011,100,1,0
"TW-13-176-5","TW",13,176,5,32,32,1994,0.69,444.375507246377,322.11,737.28,432.046515151515,715.613333333333,0.660000000000006,0.029999999999996,100,1,0
"TW-13-176-5","TW",13,176,5,32,33,1995,1.11,436.261801801802,310.21,744.14,393.203789473684,691.91875,0.949999999999998,0.160000000000006,100,1,0
"TW-13-176-5","TW",13,176,5,32,34,1996,0.820000000000002,410.135365853659,331.46,761.91,393.960769230769,725.54,0.779999999999996,0.0400000000000011,100,1,0
"TW-13-176-5","TW",13,176,5,32,35,1997,1.04,443.383557692308,303.13,778.49,392.187191011236,747.148666666667,0.889999999999995,0.150000000000001,100,1,0
"TW-13-176-5","TW",13,176,5,32,36,1998,1.32,433.030303030303,290.95,859.07,390.966949152542,787.564285714286,1.18,0.140000000000003,100,1,0
"TW-13-176-5","TW",13,176,5,32,37,1999,0.739999999999997,516.190135135135,369.77,979.38,486.822173913043,921.468,0.69,0.0499999999999991,100,1,0
"TW-13-176-5","TW",13,176,5,32,38,2000,0.859999999999994,451.004651162791,330.15,853.4,407.617368421053,780.748,0.76,0.0999999999999963,100,1,0
"TW-13-176-5","TW",13,176,5,32,39,2001,0.779999999999996,447.882051282051,327.17,913.06,414.625277777778,846.963333333333,0.720000000000001,0.0599999999999972,100,1,0
"TW-13-176-5","TW",13,176,5,32,40,2002,0,0,0,0,0,0,0,0,100,1,0
"TW-13-176-5","TW",13,176,5,32,41,2003,0.879999999999997,445.4,306.15,866.81,407.9205,820.195,0.799999999999999,0.0800000000000003,100,1,0
"TW-13-176-5","TW",13,176,5,32,42,2004,0.51,438.414509803922,332.6,729.12,411.208260869565,688.712,0.460000000000003,0.0499999999999991,100,1,0
"TW-13-176-5","TW",13,176,5,32,43,2005,0.920000000000004,440.069891304348,308.74,777.8,415.749882352941,735.384285714286,0.850000000000003,0.0700000000000023,100,1,0
"TW-13-176-5","TW",13,176,5,32,44,2006,0.390000000000003,453.347948717949,342.28,660.39,430.170588235294,610.954,0.339999999999998,0.0499999999999991,100,1,0
"TW-13-176-5","TW",13,176,5,32,45,2007,0.629999999999997,436.499523809524,341.4,616.05,412.780925925926,578.811111111111,0.540000000000001,0.0899999999999983,100,1,0
"TW-13-176-5","TW",13,176,5,32,46,2008,0.699999999999998,460.615571428571,318.8,806.32,422.229193548387,758.11,0.619999999999999,0.0800000000000003,100,1,0
"TW-13-176-5","TW",13,176,5,32,47,2009,0.560000000000004,489.71125,337.35,732.8,439.450444444444,695.323636363636,0.450000000000005,0.110000000000001,100,1,0
"TW-13-176-5","TW",13,176,5,32,48,2010,0.500000000000002,467.337,356.99,645.27,436.325789473684,565.539166666667,0.379999999999997,0.119999999999999,100,1,0
"TW-13-176-5","TW",13,176,5,32,49,2011,0.600000000000003,429.280166666667,305.72,737.84,382.019019607843,697.093333333333,0.51,0.0900000000000054,100,1,0
"TW-13-176-5","TW",13,176,5,32,50,2012,0.570000000000002,469.612456140351,333.22,754.19,422.205625,722.448888888889,0.479999999999999,0.0900000000000054,100,1,0
"TW-13-176-5","TW",13,176,5,32,51,2013,0.639999999999995,479.633125,342.63,783.1,435.400727272727,749.942222222222,0.549999999999999,0.0899999999999983,100,1,0
"TW-13-176-5","TW",13,176,5,32,52,2014,0.69,452.368260869565,321.5,726,411.97,690.718,0.589999999999998,0.100000000000003,100,1,0
"TW-13-176-5","TW",13,176,5,32,53,2015,0.400000000000001,458.2195,372.64,592.57,449.667567567568,563.693333333333,0.369999999999999,0.0300000000000031,100,1,0
"TW-13-176-5","TW",13,176,5,32,54,2016,0.250000000000002,446.844,382.74,551.19,432.200476190476,523.7225,0.210000000000003,0.0400000000000011,100,1,0
"TW-13-176-6","TW",13,176,6,40,2,1980,1.08,459.414074074074,360.03,655.15,453.051634615385,624.8375,1.04,0.04,100,1,0
"TW-13-176-6","TW",13,176,6,40,3,1981,0.66000000000001,479.441666666667,362.84,676.2,459.792033898305,645.06,0.59000000000001,0.0700000000000103,100,1,0
"TW-13-176-6","TW",13,176,6,40,4,1982,1.00000000000001,477.8913,364.16,782.89,454.423804347826,747.7675,0.92,0.0800000000000003,100,1,0
"TW-13-176-6","TW",13,176,6,40,5,1983,1.55,498.992,336.81,736.82,462.853709677419,643.545161290323,1.24,0.30999999999999,100,1,0
"TW-13-176-6","TW",13,176,6,40,6,1984,1.27000000000001,458.633937007874,341.48,777.33,441.761666666667,747.872857142857,1.20000000000001,0.0700000000000094,100,1,0
"TW-13-176-6","TW",13,176,6,40,7,1985,1.1,514.185090909091,342,719.13,475.028620689655,662.298695652174,0.87,0.230000000000001,100,1,0
"TW-13-176-6","TW",13,176,6,40,8,1986,1.26,429.247936507937,312.46,703.03,408.303793103448,672.2,1.15999999999999,0.100000000000011,100,1,0
"TW-13-176-6","TW",13,176,6,40,9,1987,1.45,409.777655172414,293.85,729.11,380.558702290076,683.183571428571,1.31,0.13999999999999,100,1,0
"TW-13-176-6","TW",13,176,6,40,10,1988,1.15,486.812608695652,287.47,804.75,416.68847826087,767.309130434783,0.92,0.230000000000001,100,1,0
"TW-13-176-6","TW",13,176,6,40,11,1989,1.89,441.442328042328,289.91,858.52,405.074302325581,809.401176470588,1.72,0.17,100,1,0
"TW-13-176-6","TW",13,176,6,40,12,1990,2.49,426.451084337349,296.63,822.71,400.066810344828,786.518823529412,2.32,0.17,100,1,0
"TW-13-176-6","TW",13,176,6,40,13,1991,2.48,432.455322580645,302.46,752.48,412.494718614719,703.684705882353,2.31,0.17,100,1,0
"TW-13-176-6","TW",13,176,6,40,14,1992,2.63,429.692623574144,308.05,767.27,402.991286307054,722.193636363636,2.41,0.220000000000001,100,1,0
"TW-13-176-6","TW",13,176,6,40,15,1993,1.34,463.521641791045,348.77,712.04,436.250840336134,679.87,1.19,0.150000000000001,100,1,0
"TW-13-176-6","TW",13,176,6,40,16,1994,1.51,418.17880794702,308.3,628.26,399.512262773723,600.844285714286,1.37,0.140000000000003,100,1,0
"TW-13-176-6","TW",13,176,6,40,17,1995,1.29,428.433255813954,310.68,716.51,398.77974137931,693.033846153846,1.16,0.130000000000001,100,1,0
"TW-13-176-6","TW",13,176,6,40,18,1996,2.14,438.901728971963,320.22,783.68,414.972373737374,735.0275,1.98,0.160000000000002,100,1,0
"TW-13-176-6","TW",13,176,6,40,19,1997,1.97,456.511370558376,288.73,792.24,417.992339181287,709.848076923077,1.71,0.26,100,1,0
"TW-13-176-6","TW",13,176,6,40,20,1998,1.88,404.962287234043,294.61,700.65,387.361534090909,663.106666666667,1.76,0.119999999999999,100,1,0
"TW-13-176-6","TW",13,176,6,40,21,1999,1.67,423.822754491018,303.47,751.48,388.490872483221,716.292222222222,1.49,0.179999999999995,100,1,0
"TW-13-176-6","TW",13,176,6,40,22,2000,0.989999999999997,469.974545454545,342.86,672.26,442.076470588235,639.355714285714,0.849999999999996,0.140000000000003,100,1,0
"TW-13-176-6","TW",13,176,6,40,23,2001,1.01,450.371782178218,307.79,763.68,410.9425,717.277692307692,0.880000000000005,0.129999999999997,100,1,0
"TW-13-176-6","TW",13,176,6,40,24,2002,0,0,0,0,0,0,0,0,100,1,0
"TW-13-176-6","TW",13,176,6,40,25,2003,1.34,427.041641791045,296.97,740.25,393.656916666667,713.196428571429,1.2,0.140000000000003,100,1,0
"TW-13-176-6","TW",13,176,6,40,26,2004,1.36,424.012573529412,286.55,645.3,389.304159292035,594.53652173913,1.13,0.229999999999999,100,1,0
"TW-13-176-6","TW",13,176,6,40,27,2005,0.799999999999999,443.215625,338.54,528.84,410.496346153846,503.98,0.520000000000005,0.279999999999996,100,1,0
"TW-13-176-6","TW",13,176,6,40,28,2006,1.34,467.061044776119,309.06,692.35,422.765981308411,642.600740740741,1.07,0.269999999999998,100,1,0
"TW-13-176-6","TW",13,176,6,40,29,2007,0.930000000000002,464.95376344086,333.7,637.8,443.846419753086,607.428333333333,0.810000000000004,0.119999999999999,100,1,0
"TW-13-176-6","TW",13,176,6,40,30,2008,0.799999999999999,472.2095,340.96,666.86,439.68223880597,639.85,0.670000000000004,0.129999999999997,100,1,0
"TW-13-176-6","TW",13,176,6,40,31,2009,1.28999999999999,434.151782945736,315.61,747.91,394.799292035398,712.07875,1.13,0.159999999999999,100,1,0
"TW-13-176-6","TW",13,176,6,40,32,2010,0.949999999999998,482.661368421053,333.7,791.44,451.980588235294,743.448,0.849999999999996,0.0999999999999963,100,1,0
"TW-13-176-6","TW",13,176,6,40,33,2011,0.740000000000004,477.024864864865,326.65,732.41,441.82390625,702.311,0.640000000000003,0.100000000000003,100,1,0
"TW-13-176-6","TW",13,176,6,40,34,2012,0.729999999999999,455.755753424658,318.94,746.13,412.213870967742,701.173636363636,0.619999999999999,0.110000000000001,100,1,0
"TW-13-176-6","TW",13,176,6,40,35,2013,0.659999999999999,451.427575757576,330.26,656.83,417.669056603774,589.058461538462,0.529999999999996,0.130000000000005,100,1,0
"TW-13-176-6","TW",13,176,6,40,36,2014,0.659999999999999,427.430303030303,321.08,598.06,392.814528301887,568.556153846154,0.530000000000003,0.129999999999997,100,1,0
"TW-13-176-6","TW",13,176,6,40,37,2015,0.730000000000006,408.617945205479,305.25,554.32,377.282586206897,529.781333333333,0.58,0.150000000000001,100,1,0
"TW-13-176-6","TW",13,176,6,40,38,2016,0.519999999999998,467.544423076923,382.88,592.49,440.162682926829,569.603636363636,0.409999999999999,0.110000000000001,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,2,1924,2.32999999999999,516.948669527897,418.34,662.35,514.376432160804,532.003823529412,1.98999999999999,0.34000000000001,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,3,1925,1.88,470.170691489362,416.52,537.47,462.604203821656,508.491290322581,1.57,0.310000000000001,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,4,1926,2.43,479.442139917695,393.62,581.63,443.593571428571,528.168349514563,1.4,1.02999999999999,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,5,1927,1.57999999999999,502.300886075949,439.38,572.17,489.580555555556,552.3871875,1.26,0.31999999999999,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,6,1928,1.03,541.26572815534,465.3,622.4,513.902173913043,596.797647058823,0.69,0.34,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,7,1929,2.54,507.221811023622,429.1,615.17,487.401194029851,582.390566037736,2.01,0.53,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,8,1930,1.77,481.399717514124,411.62,607.56,468.648280254777,581.4985,1.57,0.2,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,9,1931,1.7,476.614117647059,372.2,609,453.660863309353,579.533548387097,1.39,0.310000000000001,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,10,1932,1.37,475.120145985401,420.25,568.57,462.669292035398,533.742916666667,1.13,0.24,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,11,1933,1.71,475.854152046784,349.68,569.87,436.154848484848,530.440694444444,0.989999999999997,0.720000000000001,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,12,1934,0.310000000000001,607.093225806452,546.52,653.56,573.66375,618.720869565217,0.0800000000000003,0.229999999999999,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,13,1935,1.41,458.345531914894,360.86,593.17,436.73212962963,529.080303030303,1.08,0.33,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,14,1936,0.659999999999999,464.65303030303,391.48,528.47,451.877073170732,485.6056,0.409999999999999,0.249999999999998,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,15,1937,1.04,409.991826923077,342.99,477.15,400.395263157895,436.039642857143,0.76,0.28,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,16,1938,0.699999999999998,438.699571428571,370.7,507.45,413.357333333333,484.3156,0.449999999999998,0.249999999999998,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,17,1939,0.76,472.784473684211,387.99,573.38,441.717884615385,540.095416666667,0.520000000000002,0.24,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,18,1940,0.839999999999998,409.098214285714,342.99,505.14,401.701126760563,449.497692307692,0.709999999999999,0.130000000000001,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,19,1941,1.12,417.760714285714,331.25,508.9,395.620595238095,484.181071428571,0.839999999999998,0.28,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,20,1942,0.800000000000003,465.62175,371.06,554.43,425.707450980392,535.815862068966,0.51,0.290000000000001,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,21,1943,1.3,515.490384615385,385.41,733.93,467.237450980392,691.268928571429,1.02,0.28,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,22,1944,1.15,474.727913043478,331.17,664.05,456.398404255319,556.774285714286,0.94,0.209999999999999,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,23,1945,0.210000000000003,583.671428571429,533.26,630.81,571.412142857143,608.19,0.140000000000003,0.0700000000000023,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,24,1946,0.290000000000001,679,572.88,771.05,643.863157894737,745.76,0.19,0.0999999999999999,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,25,1947,0.150000000000001,702.904666666667,687.5,747.33,716.028333333333,694.155555555556,0.0600000000000007,0.0899999999999983,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,26,1948,0.199999999999998,625.719,575.19,691.28,638.553571428571,595.771666666667,0.139999999999999,0.0599999999999972,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,27,1949,0.790000000000001,553.521265822785,431.48,632.27,521.389166666667,603.274193548387,0.479999999999999,0.310000000000001,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,28,1950,0.339999999999998,625.546764705882,572.68,678.57,610.617142857143,649.663846153846,0.210000000000003,0.129999999999997,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,29,1951,0.499999999999995,577.9238,504.86,634.14,562.6075,605.152777777778,0.319999999999995,0.179999999999995,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,30,1952,0.739999999999997,574.498243243243,418.88,727.83,522.486470588235,689.828695652174,0.51,0.229999999999999,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,31,1953,0.810000000000004,571.031851851852,443.26,665.85,538.217818181818,640.446153846154,0.549999999999999,0.26,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,32,1954,0.519999999999998,546.360192307692,487.28,615.79,539.70511627907,578.156666666667,0.430000000000002,0.0899999999999983,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,33,1955,0.779999999999996,557.884871794872,462.96,663.52,527.524137931034,645.931,0.58,0.199999999999998,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,34,1956,0.44,528.125,452.52,611.98,540.94696969697,489.659090909091,0.33,0.109999999999994,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,35,1957,0.309999999999997,568.463548387097,469.9,617.23,520.727,591.195238095238,0.0999999999999963,0.209999999999996,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,36,1958,0.800000000000006,532.828375,435.15,598.87,510.664081632653,567.862258064516,0.490000000000004,0.310000000000004,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,37,1959,0.44,566.302272727273,520.69,624.89,556.478285714286,604.506666666667,0.349999999999996,0.0899999999999983,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,38,1960,0.369999999999999,544.351621621622,506.68,598.36,536.704193548387,583.863333333333,0.310000000000004,0.0599999999999972,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,39,1961,0.390000000000003,542.960256410256,500.44,591.85,539.787272727273,560.411666666667,0.33,0.0599999999999972,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,40,1962,0.420000000000004,499.75880952381,470.65,534.43,509.4875,493.771923076923,0.160000000000006,0.26,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,41,1963,0.549999999999999,459.526363636364,409.27,500.83,458.300285714286,461.672,0.350000000000003,0.199999999999998,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,42,1964,0.739999999999997,510.118783783784,369.38,609.1,444.97358974359,582.709142857143,0.389999999999995,0.350000000000003,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,43,1965,1.85,553.082432432432,396.67,791.32,511.621111111111,751.319375,1.53,0.320000000000002,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,44,1966,2.43,562.972592592593,407.46,814.43,528.137004830918,763.277222222222,2.07,0.360000000000001,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,45,1967,2.53,561.735494071146,374.5,842.05,530.736306306306,783.729677419355,2.22,0.310000000000004,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,46,1968,2.73,572.698681318681,406.74,804.63,529.112304147465,741.595892857143,2.17,0.559999999999997,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,47,1969,2.25,534.394444444444,380.61,758.47,499.316170212766,712.63,1.88,0.369999999999999,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,48,1970,1.99,512.279798994975,345.77,700.61,464.206666666667,659.442448979592,1.5,0.490000000000004,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,49,1971,1.67,549.389041916168,382.48,743.63,503.50921875,699.968974358974,1.28,0.390000000000003,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,50,1972,1.87,511.448021390374,360.68,685.35,472.210620689655,646.910476190476,1.45,0.420000000000004,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,51,1973,1.99,555.034572864322,355.43,797.91,494.7698,739.518571428571,1.5,0.490000000000004,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,52,1974,1.2,638.9235,473.47,821.11,597.290217391304,775.718571428571,0.919999999999997,0.279999999999996,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,53,1975,2.3,504.735304347826,368.85,733.49,474.771614583333,656.130789473684,1.92,0.380000000000005,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,54,1976,1.83,490.50781420765,308.71,769.68,440.813133333333,716.392727272727,1.5,0.330000000000007,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,55,1977,0.900000000000001,545.598444444444,462.31,666.71,545.560408163265,545.643902439024,0.48999999999999,0.410000000000006,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,56,1978,0.910000000000006,434.017582417582,340.74,523.41,416.792698412698,472.773571428571,0.630000000000005,0.279999999999996,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,57,1979,0.950000000000012,471.136210526316,352.64,634.45,437.112432432432,591.029523809524,0.740000000000004,0.210000000000003,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,58,1980,1.06,512.54320754717,335.82,657.36,466.235675675676,619.629375,0.740000000000004,0.319999999999988,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,59,1981,0.76,552.770131578947,399.45,670.12,507.626458333333,630.159285714286,0.479999999999999,0.279999999999996,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,60,1982,1.4,485.69,341,717.24,445.652173913043,669.864,1.15,0.250000000000009,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,61,1983,1.57,493.726114649682,300.42,717.68,443.066935483871,684.081818181818,1.24,0.329999999999993,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,62,1984,1.18999999999999,537.250756302521,391.12,704.54,497.530989010989,666.34,0.909999999999991,0.279999999999996,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,63,1985,1.38,505.628405797101,335.9,740.84,452.28752293578,706.116551724138,1.09,0.290000000000001,100,1,0
"TW-13-94-1","TW",13,94,1,0.5,64,1986,1.81,540.645635359116,359.28,856.16,486.102866666667,804.562258064516,1.50000000000001,0.309999999999997,100,1,0
